gameid,tourneyid,tie,winnerid,winnername,winnerscore,winneroldrating,winnernewrating,winnerpos,loserid,losername,loserscore,loseroldrating,losernewrating,loserpos,round,division,date
1042,3,FALSE,1995,Martha Bedford,0,1440,1446,27,116,Ann Raymond,0,1562,1510,42,12,2,1/22/1999
1043,3,FALSE,1998,Richard Buck,0,1808,1758,36,2035,Bruce Adams,0,1708,1646,40,1,1,1/22/1999
1044,3,FALSE,1998,Richard Buck,0,1808,1758,36,858,David Moersdorf,0,1659,1632,39,4,1,1/22/1999
1045,3,FALSE,1998,Richard Buck,0,1808,1758,36,114,Diana Grosman,0,1697,1706,31,6,1,1/22/1999
1046,3,FALSE,1998,Richard Buck,0,1808,1758,36,3416,Jill Pfeiffer,0,1709,1748,24,7,1,1/22/1999
1047,3,FALSE,2011,Annette Zeff,0,1045,1052,31,4795,Lynn Gillespie,0,1129,1184,2,2,3,1/22/1999
1048,3,FALSE,2011,Annette Zeff,0,1045,1052,31,561,Mitchell Brook,0,1199,1201,12,3,3,1/22/1999
1049,3,FALSE,2011,Annette Zeff,0,1045,1052,31,3186,Stacia Camp,0,939,919,47,9,3,1/22/1999
1050,3,FALSE,2011,Annette Zeff,0,1045,1052,31,151,Doreen Lucas,0,1030,1049,30,10,3,1/22/1999
1051,3,FALSE,2011,Annette Zeff,0,1045,1052,31,3932,Victoria Moreines,0,981,962,41,12,3,1/22/1999
1052,3,FALSE,2024,Margaret Olson,0,952,899,31,4541,Betty Kirklin,0,0,505,55,2,4,1/22/1999
1053,3,FALSE,2024,Margaret Olson,0,952,899,31,3732,Letitia Dyson,0,668,709,22,3,4,1/22/1999
1054,3,FALSE,2024,Margaret Olson,0,952,899,31,5725,Evi Pike,0,862,841,30,6,4,1/22/1999
1055,3,FALSE,2024,Margaret Olson,0,952,899,31,4448,William Pittinos,0,0,785,29,7,4,1/22/1999
1056,3,FALSE,2024,Margaret Olson,0,952,899,31,131,Margo Kuno,0,726,740,37,9,4,1/22/1999
1057,3,FALSE,2024,Margaret Olson,0,952,899,31,5725,Evi Pike,0,862,841,30,11,4,1/22/1999
1058,3,FALSE,2035,Bruce Adams,0,1708,1646,40,3706,Martin Smith,0,1762,1775,20,4,1,1/22/1999
1059,3,FALSE,2063,Marjorie Bash,0,909,886,27,215,Irma Roberts,0,767,762,26,1,4,1/22/1999
1060,3,FALSE,2063,Marjorie Bash,0,909,886,27,3726,Barbara Batson,0,0,500,57,3,4,1/22/1999
1061,3,FALSE,2063,Marjorie Bash,0,909,886,27,5893,Martha Pierce,0,929,897,18,6,4,1/22/1999
1062,3,FALSE,2063,Marjorie Bash,0,909,886,27,1354,Ronnie Thomas,0,0,841,25,8,4,1/22/1999
1063,3,FALSE,2063,Marjorie Bash,0,909,886,27,4448,William Pittinos,0,0,785,29,9,4,1/22/1999
1064,3,FALSE,2063,Marjorie Bash,0,909,886,27,1354,Ronnie Thomas,0,0,841,25,11,4,1/22/1999
1065,3,FALSE,2294,Virginia Wallis,0,900,874,20,5905,Irvin Booker,0,0,553,51,2,4,1/22/1999
1066,3,FALSE,2294,Virginia Wallis,0,900,874,20,5894,Betty Goldin,0,0,816,21,3,4,1/22/1999
1067,3,FALSE,2294,Virginia Wallis,0,900,874,20,4805,Avis Casely,0,523,553,52,5,4,1/22/1999
1068,3,FALSE,2294,Virginia Wallis,0,900,874,20,5897,Stevie Wells,0,680,728,28,6,4,1/22/1999
1069,3,FALSE,2294,Virginia Wallis,0,900,874,20,1782,Gloria Chazin,0,901,892,16,7,4,1/22/1999
1070,3,FALSE,2294,Virginia Wallis,0,900,874,20,5440,Susan Patton,0,633,698,40,9,4,1/22/1999
1071,3,FALSE,2294,Virginia Wallis,0,900,874,20,5440,Susan Patton,0,633,698,40,12,4,1/22/1999
1072,3,FALSE,2316,Sammy Okosagah,0,1891,1940,2,115,Vicki Kahn,0,1745,1721,38,2,1,1/22/1999
1073,3,FALSE,2316,Sammy Okosagah,0,1891,1940,2,299,Steve Polatnick,0,1887,1914,3,4,1,1/22/1999
1074,3,FALSE,2316,Sammy Okosagah,0,1891,1940,2,560,Marlon Hill,0,1891,1873,17,5,1,1/22/1999
1075,3,FALSE,2316,Sammy Okosagah,0,1891,1940,2,580,Lynn Cushman,0,1878,1863,19,6,1,1/22/1999
1076,3,FALSE,2316,Sammy Okosagah,0,1891,1940,2,3189,Gordon Shapiro,0,1865,1872,14,7,1,1/22/1999
1077,3,FALSE,2316,Sammy Okosagah,0,1891,1940,2,2629,Rich Baker,0,1933,1914,22,9,1,1/22/1999
1078,3,FALSE,2316,Sammy Okosagah,0,1891,1940,2,587,Randy Greenspan,0,1927,1947,6,10,1,1/22/1999
1079,3,FALSE,2316,Sammy Okosagah,0,1891,1940,2,47,Joe Weinike,0,1909,1920,9,11,1,1/22/1999
1080,3,FALSE,2316,Sammy Okosagah,0,1891,1940,2,37,Ron Tiekert,0,2016,2034,1,12,1,1/22/1999
1081,3,FALSE,2333,Hillary Goldberg,0,1500,1472,44,1951,Steve Gawtry,0,1354,1447,26,3,2,1/22/1999
1082,3,FALSE,2333,Hillary Goldberg,0,1500,1472,44,87,Joan Kelly,0,1528,1451,59,5,2,1/22/1999
1083,3,FALSE,2333,Hillary Goldberg,0,1500,1472,44,4428,Jean Lithgow,0,1421,1385,58,6,2,1/22/1999
1084,3,FALSE,2333,Hillary Goldberg,0,1500,1472,44,1357,Nancy Hanley,0,1387,1424,16,7,2,1/22/1999
1085,3,FALSE,2333,Hillary Goldberg,0,1500,1472,44,118,Ted Mast,0,1429,1395,55,11,2,1/22/1999
1086,3,FALSE,2378,Joe Neff,0,813,1050,1,2942,Sheila Greenspan,0,927,864,36,1,4,1/22/1999
1087,3,FALSE,2378,Joe Neff,0,813,1050,1,201,Walt Blackie Sudnikovich,0,614,627,43,2,4,1/22/1999
1088,3,FALSE,2378,Joe Neff,0,813,1050,1,5909,Ryan Pollard,0,0,500,60,3,4,1/22/1999
1089,3,FALSE,2378,Joe Neff,0,813,1050,1,5440,Susan Patton,0,633,698,40,4,4,1/22/1999
1090,3,FALSE,2378,Joe Neff,0,813,1050,1,4452,Spencer Camishion,0,0,834,38,6,4,1/22/1999
1091,3,FALSE,2378,Joe Neff,0,813,1050,1,5907,Laura Lou Seefeldt,0,0,562,56,7,4,1/22/1999
1092,3,FALSE,2378,Joe Neff,0,813,1050,1,5892,Patricia Williams,0,0,978,4,8,4,1/22/1999
1093,3,FALSE,2378,Joe Neff,0,813,1050,1,4434,John Zeller,0,0,965,5,9,4,1/22/1999
1094,3,FALSE,2378,Joe Neff,0,813,1050,1,3198,Phil O'Donoghue,0,947,971,2,10,4,1/22/1999
1095,3,FALSE,2378,Joe Neff,0,813,1050,1,145,Mary McWilliams,0,843,895,7,11,4,1/22/1999
1096,3,FALSE,2378,Joe Neff,0,813,1050,1,5892,Patricia Williams,0,0,978,4,12,4,1/22/1999
1097,3,FALSE,2485,Varney Senii,0,1272,1278,4,440,John Dalton,0,1071,1125,7,1,3,1/22/1999
1098,3,FALSE,2485,Varney Senii,0,1272,1278,4,24800,Flo Schneier,0,1022,971,46,3,3,1/22/1999
1099,3,FALSE,2485,Varney Senii,0,1272,1278,4,4033,Peter Braxton,0,1242,1143,36,4,3,1/22/1999
1100,3,FALSE,2485,Varney Senii,0,1272,1278,4,25312,Dianne Socha Kaplan,0,1281,1279,8,5,3,1/22/1999
1101,3,FALSE,2485,Varney Senii,0,1272,1278,4,1442,Lynda Woods Cleary,0,1050,1103,18,6,3,1/22/1999
1102,3,FALSE,2485,Varney Senii,0,1272,1278,4,4433,Concepta Siembab,0,1201,1208,14,7,3,1/22/1999
1103,3,FALSE,2485,Varney Senii,0,1272,1278,4,3930,Phyllis Clare,0,1161,1174,11,11,3,1/22/1999
1104,3,FALSE,2485,Varney Senii,0,1272,1278,4,1604,Sherrie Saint John,0,1203,1237,9,12,3,1/22/1999
1105,3,FALSE,2599,Rose Noel,0,1449,1415,52,108,George Spanfelner,0,1538,1465,60,2,2,1/22/1999
1106,3,FALSE,2599,Rose Noel,0,1449,1415,52,4435,Jerry Mory,0,1255,1293,50,6,2,1/22/1999
1107,3,FALSE,2599,Rose Noel,0,1449,1415,52,5890,Anita Shields,0,1416,1361,61,9,2,1/22/1999
1108,3,FALSE,2599,Rose Noel,0,1449,1415,52,1957,Pat Brown,0,1416,1400,56,11,2,1/22/1999
1109,3,FALSE,2627,Randy Hersom,0,1888,1869,16,85,Tom Kelly,0,1653,1693,29,2,1,1/22/1999
1110,3,FALSE,2627,Randy Hersom,0,1888,1869,16,58,Sal Piro,0,1845,1823,33,3,1,1/22/1999
1111,3,FALSE,2627,Randy Hersom,0,1888,1869,16,48,Rick Julian,0,1822,1792,37,5,1,1/22/1999
1112,3,FALSE,2627,Randy Hersom,0,1888,1869,16,51,Webster Phillips,0,1850,1849,25,7,1,1/22/1999
1113,3,FALSE,2627,Randy Hersom,0,1888,1869,16,58,Sal Piro,0,1845,1823,33,11,1,1/22/1999
1114,3,FALSE,2627,Randy Hersom,0,1888,1869,16,85,Tom Kelly,0,1653,1693,29,12,1,1/22/1999
1115,3,FALSE,2629,Rich Baker,0,1933,1914,22,430,Avi Moss,0,1885,1847,26,1,1,1/22/1999
1116,3,FALSE,2629,Rich Baker,0,1933,1914,22,3416,Jill Pfeiffer,0,1709,1748,24,2,1,1/22/1999
1117,3,FALSE,2629,Rich Baker,0,1933,1914,22,59,Marjorie Schoneboom,0,1836,1819,30,3,1,1/22/1999
1118,3,FALSE,2629,Rich Baker,0,1933,1914,22,48,Rick Julian,0,1822,1792,37,4,1,1/22/1999
1119,3,FALSE,2629,Rich Baker,0,1933,1914,22,49,Arnie Horowitz,0,1829,1828,23,5,1,1/22/1999
1120,3,FALSE,2629,Rich Baker,0,1933,1914,22,85,Tom Kelly,0,1653,1693,29,10,1,1/22/1999
1121,3,FALSE,2655,Herb Lewis,0,1170,1152,27,1499,Claudia Scheda,0,1073,1058,40,2,3,1/22/1999
1122,3,FALSE,2655,Herb Lewis,0,1170,1152,27,4033,Peter Braxton,0,1242,1143,36,3,3,1/22/1999
1123,3,FALSE,2655,Herb Lewis,0,1170,1152,27,2981,Joan Gray,0,1128,1125,22,5,3,1/22/1999
1124,3,FALSE,2655,Herb Lewis,0,1170,1152,27,209,Marilyn Hake,0,991,985,44,9,3,1/22/1999
1125,3,FALSE,2655,Herb Lewis,0,1170,1152,27,5135,Barbara Staudt,0,1089,1092,23,10,3,1/22/1999
1126,3,FALSE,2655,Herb Lewis,0,1170,1152,27,4033,Peter Braxton,0,1242,1143,36,12,3,1/22/1999
1127,3,FALSE,2700,Teri Peppe,0,1167,1156,20,162,Betty C McDaniel,0,1230,1192,16,1,3,1/22/1999
1128,3,FALSE,2700,Teri Peppe,0,1167,1156,20,184,Ida Ann Shapiro,0,989,930,48,3,3,1/22/1999
1129,3,FALSE,2700,Teri Peppe,0,1167,1156,20,1509,Wendell Smith,0,1032,1050,35,6,3,1/22/1999
1130,3,FALSE,2700,Teri Peppe,0,1167,1156,20,4033,Peter Braxton,0,1242,1143,36,7,3,1/22/1999
1131,3,FALSE,2700,Teri Peppe,0,1167,1156,20,5891,James Totin,0,1043,1053,32,8,3,1/22/1999
1132,3,FALSE,2700,Teri Peppe,0,1167,1156,20,1509,Wendell Smith,0,1032,1050,35,11,3,1/22/1999
1133,3,FALSE,2875,Eileen Willis,0,1105,1092,24,24800,Flo Schneier,0,1022,971,46,5,3,1/22/1999
1134,3,FALSE,2875,Eileen Willis,0,1105,1092,24,3932,Victoria Moreines,0,981,962,41,6,3,1/22/1999
1135,3,FALSE,2875,Eileen Willis,0,1105,1092,24,184,Ida Ann Shapiro,0,989,930,48,9,3,1/22/1999
1136,3,FALSE,2875,Eileen Willis,0,1105,1092,24,5151,Kerry Hamilton,0,960,950,43,10,3,1/22/1999
1137,3,FALSE,2875,Eileen Willis,0,1105,1092,24,871,Frank Schin,0,1143,1113,37,11,3,1/22/1999
1138,3,FALSE,2875,Eileen Willis,0,1105,1092,24,4454,John Carassai,0,956,986,39,12,3,1/22/1999
1139,3,TRUE,2912,Jim Piazza,0,1466,1455,39,5890,Anita Shields,0,1416,1361,61,1,2,1/22/1999
1140,3,FALSE,2912,Jim Piazza,0,1466,1455,39,116,Ann Raymond,0,1562,1510,42,2,2,1/22/1999
1141,3,FALSE,2912,Jim Piazza,0,1466,1455,39,4435,Jerry Mory,0,1255,1293,50,5,2,1/22/1999
1142,3,FALSE,2912,Jim Piazza,0,1466,1455,39,5890,Anita Shields,0,1416,1361,61,8,2,1/22/1999
1143,3,FALSE,2912,Jim Piazza,0,1466,1455,39,95,Glenn Filzer,0,1521,1478,41,9,2,1/22/1999
1144,3,FALSE,2912,Jim Piazza,0,1466,1455,39,2599,Rose Noel,0,1449,1415,52,12,2,1/22/1999
1145,3,FALSE,2931,Josh Silber,0,1875,1903,7,581,Joanne Cohen,0,1792,1754,34,3,1,1/22/1999
1146,3,FALSE,2931,Josh Silber,0,1875,1903,7,1489,John Luebkemann,0,1978,1952,13,4,1,1/22/1999
1147,3,FALSE,2931,Josh Silber,0,1875,1903,7,3416,Jill Pfeiffer,0,1709,1748,24,5,1,1/22/1999
1148,3,FALSE,2931,Josh Silber,0,1875,1903,7,430,Avi Moss,0,1885,1847,26,7,1,1/22/1999
1149,3,FALSE,2931,Josh Silber,0,1875,1903,7,48,Rick Julian,0,1822,1792,37,8,1,1/22/1999
1150,3,FALSE,2931,Josh Silber,0,1875,1903,7,3189,Gordon Shapiro,0,1865,1872,14,9,1,1/22/1999
1151,3,FALSE,2931,Josh Silber,0,1875,1903,7,56,Lloyd Mills,0,1927,1931,4,10,1,1/22/1999
1152,3,FALSE,2931,Josh Silber,0,1875,1903,7,1847,Ian Weinstein,0,1930,1925,11,11,1,1/22/1999
1153,3,FALSE,2932,Milton Villanueva,0,1643,1623,19,3931,Vince Anzalone,0,1412,1407,53,2,2,1/22/1999
1154,3,FALSE,2932,Milton Villanueva,0,1643,1623,19,120,Marty Fialkow,0,1452,1480,35,3,2,1/22/1999
1155,3,FALSE,2932,Milton Villanueva,0,1643,1623,19,19676,Celia Dayrit Thompson,0,1430,1443,28,5,2,1/22/1999
1156,3,FALSE,2932,Milton Villanueva,0,1643,1623,19,3433,Sheldon Silverstein,0,1433,1456,38,6,2,1/22/1999
1157,3,FALSE,2932,Milton Villanueva,0,1643,1623,19,983,Anita Rackham,0,1533,1530,31,8,2,1/22/1999
1158,3,FALSE,2932,Milton Villanueva,0,1643,1623,19,99,Shah Ali,0,1615,1574,32,9,2,1/22/1999
1159,3,FALSE,2932,Milton Villanueva,0,1643,1623,19,4351,Edward Coker,0,1448,1452,40,12,2,1/22/1999
1160,3,FALSE,2934,Rona Goldberg,0,1123,1127,26,156,Marjorie Milne,0,1188,1202,17,1,3,1/22/1999
1161,3,FALSE,2934,Rona Goldberg,0,1123,1127,26,5135,Barbara Staudt,0,1089,1092,23,4,3,1/22/1999
1162,3,FALSE,2934,Rona Goldberg,0,1123,1127,26,3186,Stacia Camp,0,939,919,47,5,3,1/22/1999
1163,3,FALSE,2934,Rona Goldberg,0,1123,1127,26,2655,Herb Lewis,0,1170,1152,27,7,3,1/22/1999
1164,3,FALSE,2934,Rona Goldberg,0,1123,1127,26,329,Emma Lewarenko,0,1000,1013,34,10,3,1/22/1999
1165,3,FALSE,2934,Rona Goldberg,0,1123,1127,26,2655,Herb Lewis,0,1170,1152,27,11,3,1/22/1999
1166,3,FALSE,2942,Sheila Greenspan,0,927,864,36,5909,Ryan Pollard,0,0,500,60,2,4,1/22/1999
1167,3,FALSE,2942,Sheila Greenspan,0,927,864,36,5898,Bill Woodford,0,815,784,33,4,4,1/22/1999
1168,3,FALSE,2942,Sheila Greenspan,0,927,864,36,4458,Jametta Garnett,0,695,697,34,6,4,1/22/1999
1169,3,FALSE,2942,Sheila Greenspan,0,927,864,36,2063,Marjorie Bash,0,909,886,27,7,4,1/22/1999
1170,3,FALSE,2942,Sheila Greenspan,0,927,864,36,5903,Janet Hamilton,0,857,793,49,11,4,1/22/1999
1171,3,FALSE,2981,Joan Gray,0,1128,1125,22,5891,James Totin,0,1043,1053,32,1,3,1/22/1999
1172,3,FALSE,2981,Joan Gray,0,1128,1125,22,3186,Stacia Camp,0,939,919,47,2,3,1/22/1999
1173,3,FALSE,2981,Joan Gray,0,1128,1125,22,635,Ellen Massey,0,1156,1136,21,6,3,1/22/1999
1174,3,FALSE,2981,Joan Gray,0,1128,1125,22,186,Claire Pleczynski,0,955,952,45,7,3,1/22/1999
1175,3,FALSE,2981,Joan Gray,0,1128,1125,22,5891,James Totin,0,1043,1053,32,9,3,1/22/1999
1176,3,FALSE,2981,Joan Gray,0,1128,1125,22,132,Muriel Sparrow Reedy,0,1214,1162,33,10,3,1/22/1999
1177,3,FALSE,3056,Charles Merlis,0,1674,1639,13,83,Florence Spanfelner,0,1561,1567,22,1,2,1/22/1999
1178,3,FALSE,3056,Charles Merlis,0,1674,1639,13,79,Sarah Rosenblum,0,1461,1487,23,3,2,1/22/1999
1179,3,FALSE,3056,Charles Merlis,0,1674,1639,13,1773,Lois Giordano,0,1394,1404,51,4,2,1/22/1999
1180,3,FALSE,3056,Charles Merlis,0,1674,1639,13,1112,Mary Capalbi,0,1493,1550,10,5,2,1/22/1999
1181,3,FALSE,3056,Charles Merlis,0,1674,1639,13,615,Marie Puma,0,1361,1400,36,9,2,1/22/1999
1182,3,FALSE,3056,Charles Merlis,0,1674,1639,13,3371,Wendy Littman,0,1490,1540,18,10,2,1/22/1999
1183,3,FALSE,3056,Charles Merlis,0,1674,1639,13,5244,Pat Cole,0,1512,1529,25,12,2,1/22/1999
1184,3,FALSE,3057,Jane Clark,0,1125,1251,5,2875,Eileen Willis,0,1105,1092,24,2,3,1/22/1999
1185,3,FALSE,3057,Jane Clark,0,1125,1251,5,151,Doreen Lucas,0,1030,1049,30,3,3,1/22/1999
1186,3,FALSE,3057,Jane Clark,0,1125,1251,5,2700,Teri Peppe,0,1167,1156,20,4,3,1/22/1999
1187,3,FALSE,3057,Jane Clark,0,1125,1251,5,156,Marjorie Milne,0,1188,1202,17,5,3,1/22/1999
1188,3,FALSE,3057,Jane Clark,0,1125,1251,5,1442,Lynda Woods Cleary,0,1050,1103,18,7,3,1/22/1999
1189,3,FALSE,3057,Jane Clark,0,1125,1251,5,2485,Varney Senii,0,1272,1278,4,9,3,1/22/1999
1190,3,FALSE,3057,Jane Clark,0,1125,1251,5,2485,Varney Senii,0,1272,1278,4,10,3,1/22/1999
1191,3,FALSE,3057,Jane Clark,0,1125,1251,5,1592,Edward Stewart,0,1190,1174,13,12,3,1/22/1999
1192,3,FALSE,3186,Stacia Camp,0,939,919,47,1592,Edward Stewart,0,1190,1174,13,1,3,1/22/1999
1193,3,FALSE,3186,Stacia Camp,0,939,919,47,3932,Victoria Moreines,0,981,962,41,4,3,1/22/1999
1194,3,FALSE,3186,Stacia Camp,0,939,919,47,329,Emma Lewarenko,0,1000,1013,34,6,3,1/22/1999
1195,3,FALSE,3189,Gordon Shapiro,0,1865,1872,14,3706,Martin Smith,0,1762,1775,20,2,1,1/22/1999
1196,3,FALSE,3189,Gordon Shapiro,0,1865,1872,14,105,Dee Jackson,0,1685,1704,28,3,1,1/22/1999
1197,3,FALSE,3189,Gordon Shapiro,0,1865,1872,14,32,Larry Sherman,0,1883,1862,21,5,1,1/22/1999
1198,3,FALSE,3189,Gordon Shapiro,0,1865,1872,14,66,Joel Horn,0,1704,1773,15,6,1,1/22/1999
1199,3,FALSE,3189,Gordon Shapiro,0,1865,1872,14,51,Webster Phillips,0,1850,1849,25,8,1,1/22/1999
1200,3,FALSE,3189,Gordon Shapiro,0,1865,1872,14,66,Joel Horn,0,1704,1773,15,10,1,1/22/1999
1201,3,FALSE,3189,Gordon Shapiro,0,1865,1872,14,580,Lynn Cushman,0,1878,1863,19,11,1,1/22/1999
1202,3,FALSE,3198,Phil O'Donoghue,0,947,971,2,4438,Hennie Berdinis,0,837,912,8,1,4,1/22/1999
1203,3,FALSE,3198,Phil O'Donoghue,0,947,971,2,3710,Mitchell Peck,0,0,904,14,2,4,1/22/1999
1204,3,FALSE,3198,Phil O'Donoghue,0,947,971,2,4805,Avis Casely,0,523,553,52,4,4,1/22/1999
1205,3,FALSE,3198,Phil O'Donoghue,0,947,971,2,180,Deborah Avins,0,715,763,19,6,4,1/22/1999
1206,3,FALSE,3198,Phil O'Donoghue,0,947,971,2,3710,Mitchell Peck,0,0,904,14,7,4,1/22/1999
1207,3,FALSE,3198,Phil O'Donoghue,0,947,971,2,5440,Susan Patton,0,633,698,40,8,4,1/22/1999
1208,3,FALSE,3198,Phil O'Donoghue,0,947,971,2,1522,Bob Godfrey,0,837,866,17,9,4,1/22/1999
1209,3,FALSE,3198,Phil O'Donoghue,0,947,971,2,175,Elliott Schiff,0,714,841,15,11,4,1/22/1999
1210,3,FALSE,3198,Phil O'Donoghue,0,947,971,2,145,Mary McWilliams,0,843,895,7,12,4,1/22/1999
1211,3,FALSE,3371,Wendy Littman,0,1490,1540,18,4428,Jean Lithgow,0,1421,1385,58,1,2,1/22/1999
1212,3,FALSE,3371,Wendy Littman,0,1490,1540,18,92,Mark Berg,0,1748,1757,3,2,2,1/22/1999
1213,3,FALSE,3371,Wendy Littman,0,1490,1540,18,163,Bob Kilpatrick,0,1414,1442,37,4,2,1/22/1999
1214,3,FALSE,3371,Wendy Littman,0,1490,1540,18,4423,Victor Steinman,0,1558,1503,57,6,2,1/22/1999
1215,3,FALSE,3371,Wendy Littman,0,1490,1540,18,1281,Mary A Lyons,0,1623,1599,14,7,2,1/22/1999
1216,3,FALSE,3371,Wendy Littman,0,1490,1540,18,5244,Pat Cole,0,1512,1529,25,8,2,1/22/1999
1217,3,FALSE,3371,Wendy Littman,0,1490,1540,18,1281,Mary A Lyons,0,1623,1599,14,11,2,1/22/1999
1218,3,FALSE,3416,Jill Pfeiffer,0,1709,1748,24,59,Marjorie Schoneboom,0,1836,1819,30,1,1,1/22/1999
1219,3,FALSE,3416,Jill Pfeiffer,0,1709,1748,24,88,Phil Polsky,0,1761,1753,27,4,1,1/22/1999
1220,3,FALSE,3416,Jill Pfeiffer,0,1709,1748,24,115,Vicki Kahn,0,1745,1721,38,6,1,1/22/1999
1221,3,FALSE,3416,Jill Pfeiffer,0,1709,1748,24,114,Diana Grosman,0,1697,1706,31,8,1,1/22/1999
1222,3,FALSE,3416,Jill Pfeiffer,0,1709,1748,24,48,Rick Julian,0,1822,1792,37,11,1,1/22/1999
1223,3,FALSE,3416,Jill Pfeiffer,0,1709,1748,24,58,Sal Piro,0,1845,1823,33,12,1,1/22/1999
1224,3,FALSE,3433,Sheldon Silverstein,0,1433,1456,38,1357,Nancy Hanley,0,1387,1424,16,1,2,1/22/1999
1225,3,FALSE,3433,Sheldon Silverstein,0,1433,1456,38,612,Ellen Miller,0,1521,1569,8,3,2,1/22/1999
1226,3,FALSE,3433,Sheldon Silverstein,0,1433,1456,38,45,Diane Firstman,0,1538,1515,46,5,2,1/22/1999
1227,3,FALSE,3433,Sheldon Silverstein,0,1433,1456,38,103,David Engelhardt,0,1531,1533,17,8,2,1/22/1999
1228,3,FALSE,3433,Sheldon Silverstein,0,1433,1456,38,163,Bob Kilpatrick,0,1414,1442,37,10,2,1/22/1999
1229,3,FALSE,3433,Sheldon Silverstein,0,1433,1456,38,1773,Lois Giordano,0,1394,1404,51,12,2,1/22/1999
1230,3,FALSE,3698,Dolores Furye,0,938,964,6,1522,Bob Godfrey,0,837,866,17,1,4,1/22/1999
1231,3,FALSE,3698,Dolores Furye,0,938,964,6,4448,William Pittinos,0,0,785,29,2,4,1/22/1999
1232,3,FALSE,3698,Dolores Furye,0,938,964,6,192,Denise Forys Wieche,0,639,666,41,3,4,1/22/1999
1233,3,FALSE,3698,Dolores Furye,0,938,964,6,2063,Marjorie Bash,0,909,886,27,5,4,1/22/1999
1234,3,FALSE,3698,Dolores Furye,0,938,964,6,603,Christine Economos,0,923,921,12,7,4,1/22/1999
1235,3,FALSE,3698,Dolores Furye,0,938,964,6,5907,Laura Lou Seefeldt,0,0,562,56,8,4,1/22/1999
1236,3,FALSE,3698,Dolores Furye,0,938,964,6,190,John Brown,0,0,955,11,9,4,1/22/1999
1237,3,FALSE,3698,Dolores Furye,0,938,964,6,190,John Brown,0,0,955,11,11,4,1/22/1999
1238,3,FALSE,3706,Martin Smith,0,1762,1775,20,72,James Dodds,0,1728,1735,32,5,1,1/22/1999
1239,3,FALSE,3706,Martin Smith,0,1762,1775,20,58,Sal Piro,0,1845,1823,33,6,1,1/22/1999
1240,3,FALSE,3706,Martin Smith,0,1762,1775,20,38,Matt Laufer,0,1916,1845,35,7,1,1/22/1999
1241,3,FALSE,3706,Martin Smith,0,1762,1775,20,105,Dee Jackson,0,1685,1704,28,8,1,1/22/1999
1242,3,FALSE,3706,Martin Smith,0,1762,1775,20,2627,Randy Hersom,0,1888,1869,16,10,1,1/22/1999
1243,3,FALSE,3706,Martin Smith,0,1762,1775,20,85,Tom Kelly,0,1653,1693,29,11,1,1/22/1999
1244,3,FALSE,3710,Mitchell Peck,0,0,904,14,5136,Debi Gavin,0,847,896,10,1,4,1/22/1999
1245,3,FALSE,3710,Mitchell Peck,0,0,904,14,5900,Jacqueline Blyther,0,867,818,42,4,4,1/22/1999
1246,3,FALSE,3710,Mitchell Peck,0,0,904,14,3720,Janice White,0,0,729,44,5,4,1/22/1999
1247,3,FALSE,3710,Mitchell Peck,0,0,904,14,214,Ruth McCandless,0,709,704,47,6,4,1/22/1999
1248,3,FALSE,3710,Mitchell Peck,0,0,904,14,2942,Sheila Greenspan,0,927,864,36,8,4,1/22/1999
1249,3,FALSE,3710,Mitchell Peck,0,0,904,14,4438,Hennie Berdinis,0,837,912,8,9,4,1/22/1999
1250,3,FALSE,3710,Mitchell Peck,0,0,904,14,2063,Marjorie Bash,0,909,886,27,12,4,1/22/1999
1251,3,FALSE,3720,Janice White,0,0,729,44,5904,Robert Hicks,0,594,582,50,1,4,1/22/1999
1252,3,FALSE,3720,Janice White,0,0,729,44,5901,Hope G Moreines,0,915,840,45,4,4,1/22/1999
1253,3,FALSE,3720,Janice White,0,0,729,44,192,Denise Forys Wieche,0,639,666,41,6,4,1/22/1999
1254,3,FALSE,3720,Janice White,0,0,729,44,4805,Avis Casely,0,523,553,52,9,4,1/22/1999
1255,3,FALSE,3720,Janice White,0,0,729,44,5901,Hope G Moreines,0,915,840,45,10,4,1/22/1999
1256,3,FALSE,3726,Barbara Batson,0,0,500,57,215,Irma Roberts,0,767,762,26,2,4,1/22/1999
1257,3,FALSE,3726,Barbara Batson,0,0,500,57,5902,Nancy Glover,0,0,554,48,7,4,1/22/1999
1258,3,FALSE,3726,Barbara Batson,0,0,500,57,5908,Josh Pollard,0,0,500,59,11,4,1/22/1999
1259,3,FALSE,3732,Letitia Dyson,0,668,709,22,4541,Betty Kirklin,0,0,505,55,1,4,1/22/1999
1260,3,FALSE,3732,Letitia Dyson,0,668,709,22,4538,Jaki Jackson,0,850,879,13,2,4,1/22/1999
1261,3,FALSE,3732,Letitia Dyson,0,668,709,22,4805,Avis Casely,0,523,553,52,6,4,1/22/1999
1262,3,FALSE,3732,Letitia Dyson,0,668,709,22,5906,Susan Cottle,0,0,580,53,9,4,1/22/1999
1263,3,FALSE,3732,Letitia Dyson,0,668,709,22,5139,Susan Barker,0,517,534,54,10,4,1/22/1999
1264,3,FALSE,3732,Letitia Dyson,0,668,709,22,5898,Bill Woodford,0,815,784,33,11,4,1/22/1999
1265,3,FALSE,3732,Letitia Dyson,0,668,709,22,333,Maureen Glover,0,0,714,32,12,4,1/22/1999
